identifier;N  A2 Gal1;N  A2 Gal2;N  A2 Gal3;N  A2 Gal4;N  A2 homo1;N  A2 homo2;N  A2 homo3;N  A2 homo4;N  A2 sin1;N  A2 sin2 ;N  A2 sin3;N  A2 sin4;N  B16 Gal1;N  B16 Gal2;N  B16 Gal3;N  B16 Gal4;N  B16 homo1;N  B16 homo2;N  B16 homo3;N  B16 homo4;N  B16 sin1;N  B16 sin2;N  B16 sin3;N  B16 sin4;R  A2 Gal1;R  A2 Gal2;R  A2 Gal3;R  A2 Gal4;R  A2 homo1;R  A2 homo2;R  A2 homo3;R  A2 homo4;R  A2 sin1;R  A2 sin2 ;R  A2 sin3;R  A2 sin4;R  B16 Gal1;R  B16 Gal2;R  B16 Gal3;R  B16 Gal4 (1);R  B16 homo1;R  B16 homo2;R  B16 homo3;R  B16 homo4 (3);R  B16 sin1;R  B16 sin2;R  B16 sin3;R  B16 sin4 (3);RS  A2 Gal1;RS  A2 Gal2;RS  A2 Gal3;RS  A2 Gal4 (3);RS  A2 homo1;RS  A2 homo2;RS  A2 homo3 (2);RS  A2 homo4 (2);RS  B16 Gal1;RS  B16 Gal2;RS  B16 Gal3;RS  B16 Gal4 (1);RS  B16 homo1;RS  B16 homo2;RS  B16 homo3;RS  B16 homo4 (3);S  A2 sin1;S  A2 sin2;S  A2 sin3;S  A2 sin4 (2);S  B16 sin1;S  B16 sin2;S  B16 sin3;S  B16 sin4 (2);SS  A2 Gal1;SS  A2 Gal2;SS  A2 Gal3;SS  A2 Gal4 (3);SS  A2 homo1;SS  A2 homo2;SS  A2 homo3 (1);SS  A2 homo4 (2);SS  B16 Gal1;SS  B16 Gal2;SS  B16 Gal3;SS  B16 Gal4 (3);SS  B16 homo1;SS  B16 homo2;SS  B16 homo3 (1);SS  B16 homo4 (2)
4.78_153.13;212979,62;385287,44;201968,7;186748,8;272124,25;159240,34;189542,36;172197,23;379005,94;453973,97;217682,72;384096,12;414585,16;136930,42;191445,1;239289,27;222366,6;230761,03;196445,94;166489;179755,3;578059;812700,56;893664,3;16017,98;14106,86;13618,91;10089,25;12199,96;18099,44;11644,23;10906,14;15451,85;19103,72;26530,74;21973,44;28323,39;22413,28;14944,58;29713,49;21671,79;25785,28;15833,64;16933,81;12907,34;9056,48;12422,75;11430,87;121862,16;166217,94;86432,82;99807,27;117542,35;133716,58;114270,82;121532,27;105881,83;85940,42;79309,54;111283,13;85883,48;93547,55;148113,89;170041,16;155989,9;115088,66;133374,47;96039,59;82242,09;120825,38;82300,28;113477,99;160064,05;139464,6;202965,8;144502,31;164075,45;116484,91;167966,02;103364,59;182187,94;99656,41;153013,72;133097,47;105692,57;102832,23;130575,04;146247,94
4.45_523.22;494591,97;383972,7645;455218,3;475636,0188;622225,56;470514,8328;466416,6397;517453,8989;558031,25;708258,9;418708,1;707342,2195;499897,8171;455990,16;504377,0154;518149,7;171097,08;355617,1;377570,2;256238,554;290894,56;543014;408895,1596;457805,38;108886,367;1931,390201;158835,36;160467,6277;3090,27;4927,54;99869,72973;1481,64;70017,15189;69140,41;6071,07;2522,15;30272,84;10041,45;152578,6;9099,14;154663,0314;40274,0354;21755,49;32156,03029;36598,32;35900,32;14346,46;41022,02;34988,27732;34428,5;56750,54;51478,11;42706,29;49914,39;46178,75;45763,24;25228,68;19625,47458;32875,12;27722,89;37237,77;22240,14;23011,52154;24823,46;37990,18;15008,84793;115,6837277;22132,16372;35127,48;40327,23;32037,92;30023,06;14471,36;16997,9;13543,24;13058,40686;17892,36033;41153,45;40182,75;22907,64585;9755,671126;9042,051454;18068,17674;22577,93;14555,15582;14951,13858;17268,45955;28869,87
5.56_392.17;49646,34;33227,09;21135,56;18407,67;18269,46;8994,38;12717,65;10203,76;22795,16;12587,75;7956,56;10301,49;40936,61;17945,36;15124,19;19089,28;27821,88;40023,63;18745,38;14719,8;21282,62;14990,64;14581,38;36916,7;194432,84;181737,58;215338,28;260329,56;188232,36;221850,88;182450,72;187215,34;93077,22;169356,3;203941,14;157386,7;552902,4;392127,47;383557,3;518698,25;349525,88;266095,5;451682,3;448632,66;311256,75;151906,05;141621,94;151948,64;233347,61;597019,5;803819,3;754306,6;836901,2;139815,55;131804,7;152294,53;296221,97;97308,37;138467,88;183484,98;192983,72;182976,27;1984142;2165819;471960,9;23592,6;37985,55;21609,92;49719,73;20000,79;57082,81;15375,88;11278,84;19255,91;19705,5;16130,03;36260,77;49695,68;22454,63;36572,49;23267,15;9558,24;20235,25;21978,94;22403,59;39620,17;21313,99;38946,61
5.55_357.13;9742,33;13277,96;7186,72;6132,64;5864,82;2728,08;4095,42;2670,6;8035,2;5588,62;3157,34;4888,52;14472,67;3778,18;4685,68;5103,11;9390,26;16556,76;8282,55;7073,32;9321,66;5816,03;7098,54;15598,38;25551,67;19901,62;24564,76;33701,47;20734,79;32834,12;18956,43;20046,76;11515,13;28985,74;28101,9;21764,15;76226,09;88524,17;70373,44;72446,37;54447,71;45438,9;68962,16;60465,38;71539,32;20085,43;18501,66;21099,54;86609,2;238051,81;349299,84;298922,25;331664,8;16934,12;15395,9;17637,81;111382,88;35871,56;49917,95;67355,74;67705,59;57472,62;1019378,1;1023775,44;179025;11426,22;17186,78;10800,57;16785,93;8941,73;13354,9;7071,94;6538,9;10018,75;10336,64;8682,87;16317,19;13340,9;14350,1;10482,04;11132,54;4725,53;9600,44;9719,51;9789,67;13254,27;9678,7;13581,5
4.29_206.07;12478,36;24756,20646;10399,8;14829,20669;72488,76;72722,80179;38646,96458;74509,43097;62874,16;68357,98;57815,16;103522,3917;7725,872252;6699,6;8565,637251;7530,18;5913,46;5409,07;3689,37;8127,577868;4107,8;5556,07;9363,753868;7129,8;68467,76822;61791,68592;61174,68409;66279,03633;33101,18;45031,59;41610,35454;36962,36;51917,60895;44083,7;46491,56;35297,02;56633,51;43264,69;35936,23;52107,73;53289,93444;42883,4388;41054,62;43622,46421;29245,01;30918,54;25235,31;28917,32;31971,96584;14676,18;10974,8;13514,56;14290,75;18752,71;15728,71;11425,37;4080,18;11370,86486;8333,59;11732,31;7121,7;5254,24;20686,5078;16736,81;56978,72;64267,68876;79852,98776;88234,06401;16162,86;9847,53;13456,39;21554,35;50634,01;65168,12;42594,66;97328,06498;39243,30216;26143,62;41676,81;70519,45521;46357,73742;35555,11266;16512,02432;30015,97;24681,94169;10025,68207;33049,61481;15926,79
2.88_480.17;4984,19;2880,7;2822,41;2156,51;4141,02;7601,65;9136,71;7711,92;33562,42;20193,49;9442,58;16812,65;3545,22;2139,56;2525,65;3190,06;15433,33;12736,41;7352,15;6571;14100,76;18180,9;18723,8;17648,34;10859,74;25194,3;13196,55;11716,34;7429,09;14738,86;8773,44;7622,16;15862,67;27360,99;21911,28;28196,12;9823,87;5873,45;7673,32;10305,98;8345,05;8091,22;3800,49;3758,25;21068,41;30677,79;36312,45;36601,25;47293,68;39100,13;78329,4;92710,45;37279,74;53321,92;50350,39;49679,41;79949,3;11436,78;74106,91;76872,81;76738,86;45744,35;13782,49;14926,33;216204,33;262107,52;239185,23;248897;281944,97;285793,03;232624,73;302834,3;138250,53;54539,8;73872,62;59718,97;28412,26;63058,07;26751,9;54237,44;51573,21;17061,51;31704,4;33145,11;32796,48;81032,5;46645,11;42564,54
5.40_506.19;126941,26;159642,4385;190753,7;161542,0221;159824,33;150067,9745;340543,3917;144870,7485;88911,29;117281,27;150857,55;89671,6067;175589,9381;79580,8;143104,7449;165956,45;27911,37;38007,39;23368,4;19055,56369;18064;26907,7;18551,96786;24086,62;2235,8929;1154,615558;1754,518888;2514,498699;13054,85;10299,07;55,04064587;10331,99;1260,28986;1517,63;13224,93;15415,53;8009,88;34434,63;63114,45;31774,12;4865,30812;33178,90106;47686,53;56062,00188;21438,69;2266,14;19202,41;4949,1;44376,7368;84788,55;89590,45;82868,17;84971,66;79611,92;80687,51;77961,34;77076,29;90089,98257;51820,48;78618,63;57950,34;75646,48;66535,35803;88119,73;38662,21;42162,07466;48871,68246;16440,67752;58343,19;38874,31;30810,49;36199,62;14179,12;39789,82;32932,79;28039,49116;66270,93235;27159,16;35952,21;22294,90308;106281,9068;24185,33008;61570,89248;39874,05;71727,16486;28240,01695;26336,18211;84664,31
2.56_477.13;14241,56;12100,44735;7157,06;7301,096126;7149,44;26892,28028;27412,10268;26825,63041;109362,28;64639,81;18746,52;71077,47657;7875,64759;5106,65;5757,505388;4897,57;37069,57;30828,03;14798,28;16450,51927;16981,81;41644,69;75983,61552;63713,16;12810,91471;76136,39633;20026,12906;39884,33314;9697,3;36088,36;5059,791817;12699,27;8559,680808;12754,45;18578,52;26220,14;22617,32;5401,39;15054;20607,73;2609,544839;11454,83932;10535,97;9401,789665;10349,8;14413,23;29861,78;49501,06;213678,5478;275047,5;367879,6;378779,88;106996,82;179540,77;173714,38;171350,98;306262,78;60673,8368;271782,38;318492,72;256081,86;157714,78;64174,9015;58987,26;752720,2;936303,0885;1041114,666;766905,0123;1088582,2;674914,25;443750,34;689582,6;511231,72;241341,89;277146,66;298200,8915;73449,2824;221436,42;68878,77;225369,6824;209995,3856;139334,7838;124874,6829;126972,43;113846,1996;268483,7857;163937,898;102152,52
3.11_295.12;50928,66;64366,55;45756,43;44313,64;87441,8;56286,3;66631,45;58192,21;87655,8;96087,98;60133,19;72450,66;52992,3;48556,55;43990,1;53125,62;81399,99;67925,41;67799,12;63181,94;63163,41;116839,48;136636,8;156367,86;70797,81;83265,55;86639,64;75178,88;49634,63;80644,16;52188,56;53215,5;40341,35;48461,89;50471,67;50712,54;89635,48;80543,98;68456,16;89406,95;90041,28;82013,99;86364,98;84578,7;43854,26;38718;32750,56;33105,34;97971,34;162488,06;122556,66;135318,83;85069,19;92186,96;87713,4;86872,15;112600,58;62662,75;80539,6;114318,59;100650,98;85748,27;90614,05;95614,55;144744,16;125460,73;131447,73;108018,31;170636,34;114700,03;62128,79;103529,63;66873,05;131926,66;146623,48;111850,68;82790,95;71362,55;84639,23;58877,45;135797,98;82543,12;96809,73;95402,06;51658,4;55433,58;66742,08;64541,71
3.08_324.11;53339,21;64734,91;57457,33;44878,75;85174,16;47212,76;59523,67;58031,89;104887,37;98502,27;78402,38;63599,06;70150,36;54256,61;49077,74;62609,65;65028;95016,06;96007,98;65473;79477,64;101631,86;72525,79;79972,12;17031,89;14186,7;17854,55;14630,18;20390,63;20797,97;19053,82;23676,83;19313,5;33873,4;31784,59;35829,42;14591,4;13439,71;14455,81;14012,67;12000,66;12737,07;12678,66;11007,99;19833,84;19800,01;16566,78;18248,45;21310,61;28250,59;27561,01;30872,5;21381,63;17395,37;17506,12;16639,43;31317,53;24890,35;25264,37;31700,76;31725,66;21823,2;28395,33;33224,68;29763,8;26377,78;22881,79;22629,9;26907,77;28489,06;26084,18;32396,06;33898,26;36772,86;38266,06;30906,17;24087,47;18449,36;24297,51;13803,86;34440,31;29350,69;34835,38;38310,96;31047,09;19828,2;25126,04;41183,45
3.04_379.10;324131,6;137425,27;250567,77;211946,33;357493,38;331155,72;342309,44;342129,3;321421,75;264688,97;397295;159749,86;146288,25;316964,34;218736,31;315650,44;230665,12;273886,44;307459,72;230946,78;228855,39;127276,32;160134,4;172975,19;22519,01;14423,86;10721,59;10009,86;23999,05;26614,63;21669,47;27803,9;28798,97;96184,11;31235,71;102273,27;18298,32;14970,87;15403,91;16053,98;10959,33;20806,17;33079,22;26520,12;8060,25;5313,6;16437,19;19723,65;1135081;1817520,6;1654635,5;1669330,8;1402991,5;1535923,4;1565965,6;1529013,2;1541151,1;1152540,8;1209567,8;1503268,9;1559090,5;1276454,6;1064936,1;1126926,4;1633508,4;1047137,5;1062316,2;997281,25;1613487,5;932818,94;1135321,8;1098538;599502,7;1127480,5;985082,1;881742,4;775697,6;948237,06;809298,7;700702,75;819376,6;944890,8;700351,5;855786,6;911454,6;784154,2;544967,8;1213693,9
5.29_337.13;26,508;1066,102039;639,13;810,7614052;512,11;902,2959692;841,1985;784,1092435;267,22;265,08;26,508;388,6481594;1081,012612;295,37;1153,735717;578,86;1617,65;986,84;1369,18;1621,624031;586,49;1803,84;2569,967585;2141,2;4511,876942;4733,620124;4810,321978;5034,447737;2953,19;3231,26;4085,216556;3091,87;4053,947178;4050,31;3197,78;3961,6;15114,27;14122,88;10989,06;11890,21;19003,95676;14584,89913;12315,73;12645,46101;16049,99;13617,86;7152,51;7072,77;6396,658952;6557,31;5637,22;5115,49;3688,81;3489,51;3337,47;3646,09;8820,25;14017,34743;9439,26;9778,11;10232,38;8434,76;22851,71758;17025,3;6984,42;5820,773812;5595,64324;6888,404182;8139,43;19701,82;10964,69;16960,94;4552,48;7457,81;6733,31;9187,614458;7391,370692;5366,99;6944,28;6922,235219;9678,576749;8142,278213;7888,955009;7675,75;16974,10227;15891,85166;28756,66245;12719,58
5.31_581.24;137914,25;97246,02;151970,23;127202,52;148649,97;137487,5;169398,19;169574,48;97912,67;123016,79;186697,22;102290,04;88544,09;175555,56;178671,03;203732,86;128255,34;106680,59;123171,07;110506,23;109349,61;63606,41;46819,45;54301,81;135511,42;183058,38;149403,45;119414,97;243503,34;253657,84;223564,22;249075,66;149725,94;345684,34;286971,3;376850,94;212872,81;200269,86;163731,78;190883,62;266005,5;207150,06;121073,02;105444,36;199686,88;250778,58;293620,78;302181,34;173756,98;237663,44;237966,47;243645,23;315727,75;267781,7;276065,5;270196,38;204707,73;166118,34;218745,06;191067,2;242904,64;219910,33;103409,25;116365,43;343565,28;430260,84;409891,47;396142,34;243097,34;392272,28;327532,62;440369,66;357644,78;440916,4;362858,03;310811,34;331949,5;450673,88;348933,97;400096,2;401899,34;350402,7;365907,7;406091,84;297124,8;240239,47;262747,34;414252,62
6.33_275.20;4558,55;6844,63;9864,38;7468,86;4624,39;6237,84;7713,15;4388,81;9714,33;9851,62;6279,81;9278,57;11096,03;5911,03;6934,51;9013,2;18679,97;10777,22;11095,12;12095,19;8179,73;21290,6;17843,68;17454,36;15781,47;15352,28;16283,33;13576,97;15168,62;32022,98;11106,66;15579,68;9823,86;13578,58;13255,76;13141,21;36217,91;31838,56;57557,2;25686,81;31502,42;33100,42;32837,24;19618,92;15811,83;12058,22;12832,67;16337,93;53305,88;62723,05;82558,2;92027,98;82121,85;57628,62;57835,69;64367,16;125841,18;38164,66;81018,33;128272,32;71416,23;70103,91;72847,79;70267,21;93258,93;226535,31;169553,84;167082,86;236534,4;288755,28;137847,06;318936,88;55859,38;73887,99;128474,1;102681,07;97648,6;182919,44;130866,57;157320,73;183324,44;67628,41;89557,39;100226,11;128296,85;78081,52;237440,75;170408,47
6.33_293.21;4185,13;7936,68;8977,03;6568,96;3878,56;4571,66;7943,62;3705,2;8139,04;9301,65;5144,71;8742,65;9695,04;6040,15;6299,53;9355,65;17253,6;8303,27;10907,27;10335,07;7215,03;15098,93;14766,72;15188,48;12770,2;14895,08;17190,24;13513,12;16489,24;26570,69;13732,71;16708,35;8951,67;12545,91;12675,03;13134,55;27664,94;26380,31;39732,98;22342,52;28290,27;26727,98;24294,79;16368,57;14618,53;9917,25;10871,21;15548,15;36679;46944,83;55367,01;67969,55;59270,46;40885,29;38637,45;44116,32;86234,38;26903,9;55647,93;89211,49;53316,18;52625,66;50440,47;54014,22;65617,39;168154,69;124149,09;116963,68;163004,7;204607,83;101915,25;218300,17;41873,27;55761,89;101714,91;76049,8;72786,96;121573,4;95748,85;106024,12;141323,53;50504,41;71281,72;71666,33;86008,88;53975,07;165345,75;120645,05
4.83_369.16;4080,58;7656,364847;5417,3;5225,88703;5440,05;4781,575328;4220,811735;4585,184013;6394,65;5721,91;3847,28;5225,248561;13288,90173;4910,72;6435,052702;6814,27;9918,83;7944,43;8005,29;8371,862098;5733,77;9423,19;10391,72689;10306,4;30000,25091;24551,0401;49556,52174;53602,27005;16299,53;17714,72;18273,15184;16325,36;17614,78193;18659,25;8399,24;17009,65;61633,75;45544,04;66675,43;57536,1;69729,71654;52105,90635;80236,69;86609,26288;48074,09;51730,32;28326,8;33374,68;10026,54633;7956,44;10798,13;10345,39;6601,44;6014,97;6174,2;6249,51;6626,44;9374,522182;8211,11;6718,24;8001,87;5599,19;10168,82356;9117,57;14781,56;11330,27342;10144,74241;11242,04997;9846,44;16644,88;10059,08;17307,26;5403,65;7002,26;10549,83;11387,33267;6506,526499;7504,41;6609,76;6973,515131;6910,908915;6162,62136;4885,62386;5696,93;8976,281425;7983,307373;11580,35256;9679,4
7.53_335.22;78765,7;88794,22;18187,27;19137,76;47503,12;25602,57;26,02;26473,03;26,02;26,02;12946,41;26,02;41133,63;66577,12;32330,25;28030,68;14907,19;37661,95;17408,68;13150,63;10294,68;13142,04;13285,89;16384,99;39299,43;24870,65;30934,79;30688,15;96200,64;61284,52;55754,77;104422,38;14532,68;144505,84;138087,94;143520,42;234023,53;152216,38;84927,2;203657,73;29737,82;64634,08;255948,89;232314,55;489363,16;215546,14;47100,28;176869,19;83065,56;93300,29;55621,21;58013,23;41761,52;68575,65;58137,97;69282,14;36293,82;42395,67;52072,19;35854,51;55244,82;46037,05;54415,94;58769,01;134511,73;6283,26;44462,47;8359,15;12764,83;86051,67;26647,03;76426,94;65408,77;46979,12;64569,5;63635,18;102605,16;17506,69;95543,5;8968,43;60879,39;21519,05;31887,85;42320,71;10558,91;17104,27;24899,65;20176,25
3.93_169.12;70347,37;105340,22;61715,84;59750,53;63039,11;50273,59;53988,02;50800,58;141501,83;105637,28;75448,06;96492,98;195237,73;57931,33;76558,03;86626,12;169170,25;76398,55;78988,7;73317,24;48437,91;118298,31;147142,47;150957;19395,9;11482,29;21608,6;18911,92;9672,07;15946,38;9537,91;9675,2;8398,39;14549,1;16419,29;15368,1;68660,43;41283,93;33447,35;64531,29;34953,67;38779,28;41839,36;42033,1;15685,87;13210,19;11801,22;11980,16;101320,36;80134,72;115626,18;127432,45;78226,66;59907,27;55376,19;55674,61;177981,36;82710,83;136097,17;175055,86;111019,08;78494,84;130332,9;143937,44;114156,64;91824,22;101318,3;83872,38;83887,95;112427,46;41182,35;109903,48;82594,64;78605,06;102966,09;88043,73;62666,6;47036,71;61683,36;43302,56;185058,48;97982,98;105814,45;109817,61;70004,18;80850,38;171562,38;86006,78
2.59_305.07;420304,75;829445,5594;520780,88;496097,7623;326624,75;310172,0023;381023,7955;306301,1164;567614,6;603254;335954,53;565941,6791;909041,0762;485488,97;501526,7212;523298,72;330154,47;434371,03;438415,75;432834,4535;286310,88;574199,06;1081020,553;994742,6;523,2637665;451,4282878;207,8058845;392,7203418;285,37;340,91;641,4427059;604,95;655,559086;483,71;654,97;682,01;546,64;572,78;26,689;440,91;390,8205091;1227,357473;614,93;929,2316274;785,81;365,28;662,04;872,75;100530,3031;66437,4;77437,97;71466,93;148242,12;192664,42;188252,69;194961,27;23812,59;98589,91208;49436,78;28748,94;43074,95;34753,14;43522,73084;42313,21;75758,59;145378,5704;148522,0752;118709,0084;47018,92;28127,12;57089,64;30874,68;46545,02;32957,08;101356,5;122198,6118;167562,1377;164450,36;136299,84;156102,0535;16780,54293;55360,50296;62304,90527;49023,48;164287,1947;76079,83738;159222,2874;186313,25
2.56_307.08;239400,33;329061,38;188409,47;167845,42;138655,45;131916,75;151726,11;130643,07;312849,22;323608,8;144997,53;263626,38;367601,28;260152,83;207092,05;261954,44;193527,62;264309,22;255540,61;224373,36;170245,03;429654,97;558990,6;624981,6;921,46;1594,7;824,08;671,8;1202,62;1680,38;1226,13;1331,36;459,67;727,38;300,53;766,61;1446,84;2030,59;1018,97;1161,91;2003,09;1947,1;748,9;1137,51;513,06;946,01;1104,01;1388,62;50001,12;43272,49;40934,48;47372,73;76873,55;100436,02;90396,11;102232,8;17330,4;45941,42;30372,09;20472,71;31271,88;21601;23116,12;25922,64;88812,25;126723,16;129781,48;112793,89;68238,32;56340,98;86502,55;61122,06;37106,06;21080,34;69488,02;58006,88;72897,64;89415,45;79180,98;73243,67;9058,32;28159,33;31163,02;26650,86;90798,2;53236,47;85112,17;127652,95
3.21_323.07;8755,62;7037,88;13170,4;9784,56;13932,63;24181,79;27886,62;27701,85;85710,64;102377,84;43056,12;82973,61;6470,03;5823,96;5349,37;4816,52;40233,5;32050,37;32203,91;40636,87;46574,68;119129,07;44466,18;45438,88;6280,51;24441,96;19810,87;20301,69;6801,06;14135,35;7128,26;7789,1;10040,33;16997,27;15117,36;17725,91;3302,97;2864,06;4001,45;3056,23;8231,38;3971,68;2529,01;2238,15;6076,85;21043,33;27727,2;33240,21;27097,36;41538,67;32990,39;35694,75;25835,42;31426,41;29907,58;30139,53;33227,23;16700,63;32631,5;36257,95;29143,46;35780,61;22323,23;25304,23;349903,84;355503,25;279183,38;333065,56;606404;426244,44;590342,2;717878;170488,83;62196,71;100108,18;81979,23;44201,35;127687,81;46552,06;100898,49;40574,93;36581,7;30131,4;32509,46;147142,55;202421,62;101963,48;194819,36
2.99_289.07;315,73;1954,951241;1064,14;528,9243337;15,967;12,4322251;12,4667401;12,4322251;15,967;15,967;15,967;1099,722849;1618,657489;395,01;649,4936365;258,82;15,967;628,69;15,967;668,616543;15,967;1322,25;1575,529729;1149,51;5620,094536;4110,677429;4270,286737;3977,042883;2564,8;4329,02;2777,633318;2224,6;4676,251405;3584,3;3872,99;3519,7;4417,01;5437,54;4320,17;5009,77;5138,876248;6658,333869;5803,81;7362,185075;2819,67;3106,9;3909,05;3841,72;505,7837481;15,967;15,967;5252,08;4343,51;15,967;5450,79;5946,38;15,967;124,322251;5362,89;15,967;5388,28;15,967;145,2827007;5803,48;15,967;12,4667401;12,4667401;12,4322251;15,967;15,967;1880,55;4164,1;15,967;15,967;15,967;5025,213304;12,4667401;15,967;15,967;12,4322251;12,4667401;746,5953333;12,4667401;15,967;847,2631095;202,2854689;1883,55179;15,967
4.29_441.18;31666,25;128502,7084;26686,04;27676,2883;52018,48;41749,35378;15357,46692;39617,67138;85670,73;99998,68;31608,41;128517,1284;128739,8994;17901,32;28965,90099;33266,8;142710,3;74261,83;36680,73;46543,46489;46133,49;118478,86;131916,3107;129671,36;466695,5461;522309,957;560487,1736;581509,3679;399762,75;401871,6;300610,6113;412472,72;158211,3739;128638,98;104765,32;82594,95;771761,6;538618,44;580928,8;618809,2;663078,0245;431001,2131;685661,25;811527,8615;224236,4;114567,56;137825,05;140336,89;20957,74785;282853,72;295261,84;435218,38;444596,97;409109,5;294320,66;194800,75;218234,02;94539,38305;311915,16;77783,55;607555,3;161953,75;439736,7639;415396,9;688,937;537,9093458;537,9093458;536,4201082;266075,16;185067,75;98009,42;120342,12;239631,3;688,937;120282,19;536,4201082;32080,48967;181146,56;405752,34;61984,69802;5379,093458;536,4201082;152173,2521;306191,9;10369,80873;254099,6382;145311,6809;160802,8
7.80_319.23;24570,17;22510,24;13088,67;19164,6;12291,47;10475,6;13997,99;31473,93;26508,79;22573,65;15430,51;17202,52;19628,92;28660,36;17422,01;25413,49;15023,52;21249,23;23577,34;19045,41;10396,41;12764,77;14228,95;8171,07;80927,15;112511,54;36532,92;59351,3;112810,12;120346,87;24819,86;118646,3;12918,27;65551;100554,73;68332,63;151279,55;136724,44;85019,74;134648,08;59832,19;83727,26;192359,03;185793,16;124874,85;94846,07;35674,65;58331,13;144170,81;183679,38;161934,33;160297,8;98800,17;107291,19;88716,91;105584,8;115962,8;56803,55;127469,47;125151,8;94425,03;82578,92;135210,03;156196,11;336434,3;50904,86;135399,77;47085,59;40350,29;192485,27;55353,74;185363,84;150957,19;119641,72;127455,44;76698,55;124649,23;46480,78;119150,23;34494,65;86368,12;71550,83;100981,23;108003,95;19072,73;35214,39;33259,61;46376,72
4.28_521.21;136358,39;174979,1185;93535,36;75881,60852;150076,1;126546,3946;21,03816071;125772,9446;164144,92;140548,27;158856,12;156976,5294;139431,9712;137859,67;205911,1907;128090,67;79161,68;94478,09;55585,09;160126,6545;194233,69;101048,91;108604,8803;93157,74;6573,288892;5354,896573;7087,730895;6684,211094;4832,94;5932,27;5249,44807;4991,13;5847,40485;9236,04;6631,18;6279,99;1447,39;4585,43;4903,45;3254,1;4504,293184;3877,306862;3125,05;1992,991928;4014,02;5639,78;5367,53;5082,23;2255,584199;12837,06;5830,57;9715,79;66600,2;20441,97;16638,19;14323,97;7188,57;1585,137899;45101,11;4433,28;3525,25;16086,03;4191,723982;8409,26;26,945;21,03816071;21,03816071;20,97991517;13215,35;5007,51;7470,01;3723,72;42072,22;26,945;3525,83;20,97991517;21,03816071;45466,68;157580,22;24732,81672;21,03816071;20,97991517;22259,92778;44770,8;1074,550066;49829,26453;103726,3902;4864,39
2.94_291.09;12823,74;14082,41;10845,14;9288,97;7355,67;6792,76;7627,09;7605,27;16311,99;10749,04;7116,84;9737,31;15125,41;13869,19;11716,48;13730,9;10632,09;12157,11;9442,13;8501,83;5880,25;18603,97;55871,61;59773,92;17393;9547,3;9197,75;8680,46;7095,67;15254,44;6596,44;7134,26;10842,86;13216,33;13726,74;13630,09;22017,71;24184,86;21376,45;21366,57;21494,66;25672,39;23144,9;22385,02;9841,66;9861,45;14570,55;16539,54;37329,46;86182,96;99016,08;107817,03;52616,72;72390,39;69440,39;71019,59;80381,37;46305,42;74834,25;78985,04;92102,48;69269,55;141627,61;152854,45;71285,79;51846,14;52509,69;46789,65;526581,4;162409,83;119997,32;181131,69;16990,31;58293,75;117710,07;98458,29;33524,74;34514,94;33308,96;24051,3;54036,76;32498,96;47007,39;48550,77;15022,34;15762,9;23904,86;19214,6
5.35_466.27;193791,42;205898,9;249534,58;226533,83;146561,36;107352,5;152507,47;142251,14;233594,06;227553,66;106186,12;203811,17;272249,9;217946,17;194895,75;235107,78;411013,88;287782,22;300059,78;285609,12;285785,5;419009,16;545103,4;573245;283431,75;388006,8;243286,22;311409,16;189467,27;271034,03;186271,34;186641;167444,31;165763,64;203750,67;182578,53;445793,88;318807,4;321757,94;455443,88;418365,12;339714,56;353844,4;354749,1;138185,27;203966,44;167518,9;172734,64;603139,94;956572,8;708750;795974,3;651492,7;527873,06;526219,7;536997,8;854131,3;508783,62;676039,9;870569,8;689661,1;526522,25;511282,53;543162,9;926002,9;736924,25;761892,7;660989,94;912388,75;553066,6;364565,06;542765,56;600139,9;611385;664594,56;578657,4;466598,88;356276,94;473377,8;311301,94;590608,2;534477,8;498767,22;594843;293240,72;355049,97;334036,56;363017,2
0.82_116.07;431,46;4115,11;11173,18;9141,45;15800,69;13,762;137,62;13,762;1009,97;1767,7;1999,86;973,75;24624,03;19465,03;3007,67;4719,68;10966,69;327,55;4475,86;4783,18;2332,41;5577,3;3389,12;3958,88;12018,31;15599,37;47916,08;45983,13;26263,67;18994,02;33763;29630,78;12444,73;12897,26;18318,58;12943,44;85069,5;26028,15;50605,59;84060,64;12626,11;4037,27;32328,08;30091,02;20360,69;33995,25;17578,94;17532,48;12982,45;18777,37;50258,4;51726,46;20549;17275,23;16427,28;17067,93;97837,22;15200,69;37859,92;94713,23;10825,23;13122,56;50393,98;53204,4;23485,94;23856,41;13506,41;23465,33;20181,91;71864,17;6352,69;79962,31;5759,47;65318,58;147945,28;130019,85;14879,5;15800,09;16593,87;333,07;128007,08;26495,22;98174,48;101894,62;16621,8;7502,63;48810,86;19723,56
